productkey,productsubcategorykey,productsku,productname,modelname,productdescription,productcolor,productsize,productstyle,productcost,productprice,total_revenue,total_units,total_profit,unique_customers,first_sale,last_sale,sales_days,profit_margin,avg_order_value,days_active,sales_velocity,product_cluster,product_segment
424,17,RW-R820,HL Road Rear Wheel,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,Black,0,0,158.5346,357.06,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
425,17,RW-T905,Touring Rear Wheel,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,Black,0,0,108.7844,245.01,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
426,12,FR-M63B-40,"ML Mountain Frame - Black, 40",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,40,U,185.8193,348.76,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
427,12,FR-M63B-44,"ML Mountain Frame - Black, 44",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,44,U,185.8193,348.76,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
428,12,FR-M63B-48,"ML Mountain Frame - Black, 48",ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,Black,48,U,185.8193,348.76,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
429,14,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,40,W,300.1188,540.7545,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
431,14,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,42,W,300.1188,540.7545,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
433,14,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,44,W,300.1188,540.7545,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
435,14,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Yellow,48,W,300.1188,540.7545,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
437,14,FR-R92B-62,"HL Road Frame - Black, 62",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,62,U,722.2568,1301.3636,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
439,14,FR-R92B-44,"HL Road Frame - Black, 44",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,44,U,722.2568,1301.3636,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
441,14,FR-R92B-48,"HL Road Frame - Black, 48",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,48,U,722.2568,1301.3636,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
443,14,FR-R92B-52,"HL Road Frame - Black, 52",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Black,52,U,722.2568,1301.3636,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
445,22,SH-M897-S,"Men's Sports Shorts, S",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,S,M,24.7459,59.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
446,35,PA-T100,"Touring-Panniers, Large",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",Grey,0,0,51.5625,125.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
447,34,LO-C100,Cable Lock,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",,0,0,10.3125,25.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
448,36,PU-0452,Minipump,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,,0,0,8.2459,19.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
449,36,PU-M044,Mountain Pump,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,,0,0,10.3084,24.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
450,33,LT-T990,Taillights - Battery-Powered,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,,0,0,5.7709,13.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
451,33,LT-H902,Headlights - Dual-Beam,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,,0,0,14.4334,34.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
452,33,LT-H903,Headlights - Weatherproof,Headlights - Weatherproof,Rugged weatherproof headlight.,,0,0,18.5584,44.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
453,22,SH-M897-M,"Men's Sports Shorts, M",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,M,M,24.7459,59.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
454,22,SH-M897-L,"Men's Sports Shorts, L",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,L,M,24.7459,59.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
455,22,SH-M897-X,"Men's Sports Shorts, XL",Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,Black,XL,M,24.7459,59.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
456,24,TG-W091-S,"Women's Tights, S",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,S,W,30.9334,74.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
457,24,TG-W091-M,"Women's Tights, M",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,M,W,30.9334,74.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
458,24,TG-W091-L,"Women's Tights, L",Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,Black,L,W,30.9334,74.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
459,18,SB-M891-S,"Men's Bib-Shorts, S",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,S,M,37.1209,89.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
460,18,SB-M891-M,"Men's Bib-Shorts, M",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,M,M,37.1209,89.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
461,18,SB-M891-L,"Men's Bib-Shorts, L",Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",Multi,L,M,37.1209,89.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
468,20,GL-F110-S,"Full-Finger Gloves, S",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,S,U,15.6709,37.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
469,20,GL-F110-M,"Full-Finger Gloves, M",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,M,U,15.6709,37.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
470,20,GL-F110-L,"Full-Finger Gloves, L",Full-Finger Gloves,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",Black,L,U,15.6709,37.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
471,25,VE-C304-S,"Classic Vest, S",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,S,U,23.749,63.5,5778.5,91.0,3617.3410000000003,91.0,2022-01-01,2022-06-30,74.0,0.6260000000000001,63.5,181.0,0.5027624309392266,2,Emerging_Potential
472,25,VE-C304-M,"Classic Vest, M",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,M,U,23.749,63.5,7048.5,111.0,4412.361000000001,111.0,2022-01-02,2022-06-30,81.0,0.6260000000000001,63.5,180.0,0.6166666666666667,2,Emerging_Potential
473,25,VE-C304-L,"Classic Vest, L",Classic Vest,"Light-weight, wind-resistant, packs to fit into a pocket.",Blue,L,U,23.749,63.5,7302.5,115.0,4571.365000000001,115.0,2022-01-04,2022-06-28,89.0,0.6260000000000001,63.5,178.0,0.6460674157303371,2,Emerging_Potential
486,27,ST-1401,All-Purpose Bike Stand,All-Purpose Bike Stand,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,,0,0,59.466,159.0,18444.0,116.0,11545.944000000001,116.0,2022-01-06,2022-06-30,90.0,0.6260000000000001,159.0,176.0,0.6590909090909091,2,Emerging_Potential
492,16,FR-T98Y-60,"HL Touring Frame - Yellow, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,60,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
493,16,FR-T67Y-62,"LL Touring Frame - Yellow, 62",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,62,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
494,16,FR-T98Y-46,"HL Touring Frame - Yellow, 46",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,46,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
495,16,FR-T98Y-50,"HL Touring Frame - Yellow, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,50,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
496,16,FR-T98Y-54,"HL Touring Frame - Yellow, 54",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Yellow,54,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
497,16,FR-T98U-46,"HL Touring Frame - Blue, 46",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,46,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
498,16,FR-T98U-50,"HL Touring Frame - Blue, 50",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,50,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
499,16,FR-T98U-54,"HL Touring Frame - Blue, 54",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,54,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
500,16,FR-T98U-60,"HL Touring Frame - Blue, 60",HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Blue,60,U,601.7437,1003.91,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
501,9,RD-2308,Rear Derailleur,Rear Derailleur,Wide-link design.,Silver,0,0,53.9282,121.46,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
502,16,FR-T67U-50,"LL Touring Frame - Blue, 50",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,50,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
503,16,FR-T67U-54,"LL Touring Frame - Blue, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,54,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
504,16,FR-T67U-58,"LL Touring Frame - Blue, 58",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,58,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
505,16,FR-T67U-62,"LL Touring Frame - Blue, 62",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,62,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
506,16,FR-T67Y-44,"LL Touring Frame - Yellow, 44",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,44,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
507,16,FR-T67Y-50,"LL Touring Frame - Yellow, 50",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,50,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
508,16,FR-T67Y-54,"LL Touring Frame - Yellow, 54",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,54,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
509,16,FR-T67Y-58,"LL Touring Frame - Yellow, 58",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Yellow,58,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
510,16,FR-T67U-44,"LL Touring Frame - Blue, 44",LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Blue,44,U,199.8519,333.42,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
511,12,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,40,W,199.3757,364.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
512,12,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,42,W,199.3757,364.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
513,12,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,46,W,199.3757,364.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
514,6,RB-9231,Rear Brakes,Rear Brakes,0,Silver,0,0,47.286,106.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
515,15,SE-M236,LL Mountain Seat/Saddle,LL Mountain Seat/Saddle 2,Synthetic leather. Features gel for increased comfort.,,0,0,12.0413,27.12,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
516,15,SE-M798,ML Mountain Seat/Saddle,ML Mountain Seat/Saddle 2,Designed to absorb shock.,,0,0,17.3782,39.14,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
517,15,SE-M940,HL Mountain Seat/Saddle,HL Mountain Seat/Saddle 2,Anatomic design for a full-day of riding in comfort. Durable leather.,,0,0,23.3722,52.64,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
518,15,SE-R581,LL Road Seat/Saddle,LL Road Seat/Saddle 1,Lightweight foam-padded saddle.,,0,0,12.0413,27.12,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
519,15,SE-R908,ML Road Seat/Saddle,ML Road Seat/Saddle 2,Rubber bumpers absorb bumps.,,0,0,17.3782,39.14,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
520,15,SE-R995,HL Road Seat/Saddle,HL Road Seat/Saddle 2,Lightweight kevlar racing saddle. Leather.,,0,0,23.3722,52.64,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
521,15,SE-T312,LL Touring Seat/Saddle,LL Touring Seat/Saddle,"Comfortable, ergonomically shaped gel saddle.",,0,0,12.0413,27.12,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
522,15,SE-T762,ML Touring Seat/Saddle,ML Touring Seat/Saddle,New design relieves pressure for long rides.,,0,0,17.3782,39.14,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
523,15,SE-T924,HL Touring Seat/Saddle,HL Touring Seat/Saddle,Cut-out shell for a more comfortable ride.,,0,0,23.3722,52.64,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
524,12,FR-M21S-42,"LL Mountain Frame - Silver, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,42,U,144.5938,264.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
525,12,FR-M21S-44,"LL Mountain Frame - Silver, 44",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,44,U,144.5938,264.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
526,12,FR-M21S-48,"LL Mountain Frame - Silver, 48",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,48,U,144.5938,264.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
527,12,FR-M21S-52,"LL Mountain Frame - Silver, 52",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,52,U,144.5938,264.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
531,12,FR-M21B-42,"LL Mountain Frame - Black, 42",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,42,U,136.785,249.79,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
532,12,FR-M21B-44,"LL Mountain Frame - Black, 44",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,44,U,136.785,249.79,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
533,12,FR-M21B-48,"LL Mountain Frame - Black, 48",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,48,U,136.785,249.79,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
534,12,FR-M21B-52,"LL Mountain Frame - Black, 52",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,52,U,136.785,249.79,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
542,13,PD-M282,LL Mountain Pedal,LL Mountain Pedal,Expanded platform so you can ride in any shoes; great for all-around riding.,Silver/Black,0,0,17.9776,40.49,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
543,13,PD-M340,ML Mountain Pedal,ML Mountain Pedal,"Lightweight, durable, clipless pedal with adjustable tension.",Silver/Black,0,0,27.568,62.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
544,13,PD-M562,HL Mountain Pedal,HL Mountain Pedal,Stainless steel; designed to shed mud easily.,Silver/Black,0,0,35.9596,80.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
545,13,PD-R347,LL Road Pedal,LL Road Pedal,Clipless pedals - aluminum.,Silver/Black,0,0,17.9776,40.49,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
546,13,PD-R563,ML Road Pedal,ML Road Pedal,Lightweight aluminum alloy construction.,Silver/Black,0,0,27.568,62.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
547,13,PD-R853,HL Road Pedal,HL Road Pedal,Top-of-the-line clipless pedals with adjustable tension.,Silver/Black,0,0,35.9596,80.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
548,13,PD-T852,Touring Pedal,Touring Pedal,A stable pedal for all-day riding.,Silver/Black,0,0,35.9596,80.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
549,12,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Silver,38,W,199.3757,364.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
550,12,FR-M21B-40,"LL Mountain Frame - Black, 40",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Black,40,U,136.785,249.79,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
551,12,FR-M21S-40,"LL Mountain Frame - Silver, 40",LL Mountain Frame,"Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",Silver,40,U,144.5938,264.05,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
552,9,FD-2342,Front Derailleur,Front Derailleur,Wide-link design.,Silver,0,0,40.6216,91.49,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
553,4,HB-T721,LL Touring Handlebars,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,,0,0,20.464,46.09,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
554,4,HB-T928,HL Touring Handlebars,HL Touring Handlebars,A light yet stiff aluminum bar for long distance riding.,,0,0,40.6571,91.57,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
555,6,FB-9873,Front Brakes,Front Brakes,All-weather brake pads; provides superior stopping by applying more surface to the rim.,Silver,0,0,47.286,106.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
556,8,CS-4759,LL Crankset,LL Crankset,Super rigid spindle.,Black,0,0,77.9176,175.49,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
557,8,CS-6583,ML Crankset,ML Crankset,High-strength crank arm.,Black,0,0,113.8816,256.49,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
558,8,CS-9183,HL Crankset,HL Crankset,Triple crankset; alumunim crank arm; flawless shifting.,Black,0,0,179.8156,404.99,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
559,7,CH-0234,Chain,Chain,Superior shifting performance.,Silver,0,0,8.9866,20.24,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0,High_Performance_Bestsellers
565,3,BK-T18U-54,"Touring-3000 Blue, 54",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,54,U,461.4448,742.35,25982.25,35.0,9831.682,35.0,2022-01-02,2022-06-19,32.0,0.37839994611706074,742.35,180.0,0.19444444444444445,1,Premium_High_Margin
566,3,BK-T18U-58,"Touring-3000 Blue, 58",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,58,U,461.4448,742.35,23755.2,32.0,8988.966400000001,32.0,2022-01-01,2022-06-29,30.0,0.37839994611706074,742.35,181.0,0.17679558011049723,1,Premium_High_Margin
567,3,BK-T18U-62,"Touring-3000 Blue, 62",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Blue,62,U,461.4448,742.35,31178.7,42.0,11798.0184,42.0,2022-01-06,2022-06-25,38.0,0.3783999461170607,742.35,176.0,0.23863636363636365,1,Premium_High_Margin
568,3,BK-T18Y-44,"Touring-3000 Yellow, 44",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,44,U,461.4448,742.35,27466.95,37.0,10393.492400000001,37.0,2022-01-06,2022-06-30,31.0,0.37839994611706074,742.35,176.0,0.21022727272727273,1,Premium_High_Margin
569,3,BK-T18Y-50,"Touring-3000 Yellow, 50",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,50,U,461.4448,742.35,24497.55,33.0,9269.8716,33.0,2022-01-04,2022-06-29,29.0,0.37839994611706074,742.35,178.0,0.1853932584269663,1,Premium_High_Margin
570,3,BK-T18Y-54,"Touring-3000 Yellow, 54",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,54,U,461.4448,742.35,18558.75,25.0,7022.630000000001,25.0,2022-01-02,2022-06-11,24.0,0.37839994611706074,742.35,180.0,0.1388888888888889,3,Low_Performance
571,3,BK-T18Y-58,"Touring-3000 Yellow, 58",Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",Yellow,58,U,461.4448,742.35,22270.5,30.0,8427.156,30.0,2022-01-08,2022-06-29,29.0,0.37839994611706074,742.35,174.0,0.1724137931034483,1,Premium_High_Margin
