customerkey,macro_segment,persona_label,micro_segment_id,clv_simple,churn_risk_heuristic,rfm_sum,total_revenue,age,annual_income_usd,education_level,market,gender
17617,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,769207.734,0.8540331491712707,6,1754.98,18,118890,Some College,US,F
17618,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,19710.351,0.8208839779005526,4,44.97,35,83258,High School,US,F
17621,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,771951.4920000001,0.8142541436464088,7,1761.24,18,62720,Bachelor,US,F
17659,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,753424.551,0.8639779005524861,6,1718.97,39,37667,Bachelor,US,F
17660,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,757798.7850000001,0.8540331491712707,6,1728.95,49,104207,Some College,US,M
17661,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,753121.42272,0.8573480662983425,6,1718.2784,59,72693,Bachelor,US,F
17662,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_M,776785.23972,0.8639779005524861,6,1772.2684,41,83953,High School,US,M
17667,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,780932.43432,0.8275138121546961,7,1781.7304,36,95735,Bachelor,US,F
17680,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Master_CA_M,24380.08686,0.8142541436464088,4,55.6242,18,76372,Master,CA,M
17724,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_M,32399.136,0.8407734806629834,4,73.92,39,44836,Some College,US,M
17735,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_High School_US_F,462155.57325,0.8507182320441988,6,1054.4275,39,92824,High School,US,F
17748,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_M,28296.648,0.8241988950276242,5,64.56,47,103287,Some College,US,M
17749,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_Other,60741.45486000001,0.8573480662983425,5,138.5842,29,87188,High School,US,Other
17792,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_M,368348.45958,0.8374585635359116,6,840.4026,33,96712,High School,US,M
17832,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_F,21906.234,0.8341436464088398,4,49.98,18,99974,Bachelor,US,F
17836,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_M,27292.94100000001,0.8142541436464088,5,62.27,18,60717,High School,US,M
17885,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_AU_M,745543.917,0.8341436464088398,7,1700.99,24,61126,High School,AU,M
17891,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,760880.034,0.8573480662983425,6,1735.98,18,152517,Bachelor,US,F
17897,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,789849.99846,0.8175690607734807,7,1802.0762,43,120981,Bachelor,US,F
17900,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_F,766611.8145900001,0.8374585635359116,6,1749.0573,31,72892,High School,US,F
17904,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_F,453238.00911,0.8606629834254143,6,1034.0817,31,98479,Bachelor,US,F
17909,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Master_US_M,465944.32611,0.8573480662983425,6,1063.0717,25,41761,Master,US,M
17929,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_F,757798.7850000001,0.8507182320441988,6,1728.95,18,53619,High School,US,F
17934,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,766186.18146,0.8142541436464088,7,1748.0862,59,30938,Some College,US,F
17937,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_M,283777.335,0.8606629834254143,5,647.45,25,84578,Bachelor,US,M
17940,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Bachelor_AU_F,745543.917,0.8573480662983425,6,1700.99,33,84515,Bachelor,AU,F
17943,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_AU_F,262971.234,0.8241988950276242,6,599.98,19,109682,High School,AU,F
17944,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,766611.8145900001,0.8142541436464088,7,1749.0573,52,67158,High School,US,M
17948,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_F,280034.253,0.830828729281768,6,638.91,40,111910,Bachelor,US,F
17953,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_US_F,51731.36559,0.8142541436464088,6,118.0273,27,97431,Doctorate,US,F
17962,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Bachelor_US_F,284417.253,0.8142541436464088,6,648.91,33,160653,Bachelor,US,F
18025,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_US_M,30483.765000000003,0.810939226519337,5,69.55,61,132929,Doctorate,US,M
18055,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Bachelor_US_M,67488.25059,0.8474033149171271,5,153.9773,37,126805,Bachelor,US,M
18133,Lost,Price_Sensitive_Shoppers,Lost_Price_Sensitive_Shoppers_Master_US_M,58699.1934317647,0.7279558011049724,12,4553.439600000001,36,103828,Master,US,M
18186,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_US_F,33562.47186,0.8573480662983425,4,76.57419999999999,26,43282,Bachelor,US,F
18188,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_M,988711.31061,0.8507182320441988,7,2255.7867,18,84827,Master,US,M
18194,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_AU_M,7577.50572,0.8606629834254143,3,17.2884,36,146921,High School,AU,M
18221,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_AU_F,2918.2632776470587,0.7710497237569061,9,113.1884,42,91222,Master,AU,F
18253,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,3788.75286,0.830828729281768,4,8.6442,53,45817,High School,US,M
18257,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_M,7577.50572,0.8175690607734807,4,17.2884,18,86338,High School,US,M
18266,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_AU_F,3970.5363240000006,0.7942541436464089,10,135.8842,23,43332,Some College,AU,F
18285,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,32532.46686,0.8175690607734807,5,74.2242,31,44613,Some College,US,F
18300,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_CA_F,26289.234,0.830828729281768,5,59.98,41,80786,High School,CA,F
18343,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_US_F,21307.603860000003,0.8241988950276242,4,48.6142,36,100464,Doctorate,US,F
18355,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_Bachelor_CA_M,619.3867757142858,0.3865193370165746,13,187.9499,39,44462,Bachelor,CA,M
18382,Lost,Middle_Age_Mainstream,Lost_Middle_Age_Mainstream_Master_US_M,2237.7467862,0.6682872928176796,11,255.2757,44,54995,Master,US,M
18473,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_AU_F,58977.648,0.8573480662983425,5,134.56,26,29355,Doctorate,AU,F
18523,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_AU_M,37658.736,0.8639779005524861,4,85.92,50,70862,Some College,AU,M
18524,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_High School_US_M,1002.9791691346152,0.4495027624309393,13,237.9873,44,15000,High School,US,M
18612,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,51744.514590000006,0.810939226519337,6,118.0573,34,64109,High School,US,F
18623,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_AU_M,32670.882,0.8440883977900553,4,74.53999999999999,59,77546,Some College,AU,M
18629,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_US_M,21906.234,0.810939226519337,4,49.98,59,15000,Bachelor,US,M
18648,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Some College_AU_F,248042.736,0.8208839779005526,6,565.92,50,42767,Some College,AU,F
18649,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Some College_US_F,264509.667,0.8142541436464088,6,603.49,18,72476,Some College,US,F
18651,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_US_F,272596.3020000001,0.8407734806629834,5,621.94,60,67699,High School,US,F
18669,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_F,30676.617,0.8507182320441988,4,69.99,49,69317,Some College,US,F
18686,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,9633.834,0.8639779005524861,3,21.98,65,84660,High School,US,F
18688,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Master_US_F,38254.12272,0.8241988950276242,5,87.27839999999999,55,16071,Master,US,F
18717,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_High School_US_F,671.1047307692309,0.5423204419889504,12,119.43,60,99383,High School,US,F
18745,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_Some College_US_M,413.8973513513513,0.4262983425414365,12,104.82,50,63424,Some College,US,M
18759,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,17786.214,0.8208839779005526,4,40.58,57,53713,High School,US,F
18822,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_US_F,51744.514590000006,0.8440883977900553,5,118.0573,65,15000,Bachelor,US,F
18847,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_AU_M,30676.617,0.8142541436464088,5,69.99,41,66437,Some College,AU,M
18852,Lost,Price_Sensitive_Shoppers,Lost_Price_Sensitive_Shoppers_High School_AU_M,4386.476172413793,0.734585635359116,10,290.23,18,91384,High School,AU,M
18873,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,59625.14859,0.8407734806629834,5,136.03730000000002,34,79535,Some College,US,F
18884,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Master_CA_F,1457.826890625,0.5920441988950277,11,212.87,46,73524,Master,CA,F
18918,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Master_US_M,34465.36986,0.8175690607734807,5,78.63419999999999,39,62713,Master,US,M
18933,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,28476.351,0.8474033149171271,4,64.97,22,72460,High School,US,F
18946,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_AU_F,30676.617,0.8374585635359116,4,69.99,18,39561,Bachelor,AU,F
18948,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_US_F,369938.3490000001,0.810939226519337,7,844.03,28,74413,High School,US,F
18949,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_High School_US_F,365564.1150000001,0.8142541436464088,7,834.05,49,57391,High School,US,F
18981,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_AU_F,42042.87557999999,0.8573480662983425,4,95.9226,58,39006,Some College,AU,F
19012,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,51744.514590000006,0.8407734806629834,5,118.0573,51,100995,High School,US,F
19061,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_CA_M,41616.58500000001,0.8474033149171271,4,94.95,54,21149,Bachelor,CA,M
19068,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Master_AU_M,41616.58500000001,0.8606629834254143,4,94.95,37,91777,Master,AU,M
19079,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,32859.351,0.8474033149171271,4,74.97,18,95130,High School,US,M
19085,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_AU_F,2007.414,0.8440883977900553,3,4.58,32,58128,High School,AU,F
19251,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_F,12960.531,0.8573480662983425,3,29.57,35,110644,Some College,US,F
19338,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Some College_US_M,364415.769,0.8241988950276242,7,831.4300000000001,32,55388,Some College,US,M
19339,At-risk,Young_Digital_Enthusiasts,At-risk_Young_Digital_Enthusiasts_Master_US_M,16043.874788152174,0.5091712707182321,14,3367.6397,39,53189,Master,US,M
19497,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Master_AU_F,25403.868,0.8208839779005526,5,57.96,44,36588,Master,AU,F
19513,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_F,21906.234,0.8208839779005526,4,49.98,50,74284,Bachelor,US,F
19528,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_F,38254.12272,0.8474033149171271,4,87.27839999999999,35,41026,High School,US,F
19541,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Bachelor_US_F,752.8519303125,0.5191160220994475,12,164.8957,18,46872,Bachelor,US,F
19569,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_High School_US_F,916.9521847826088,0.4959116022099448,12,192.47,32,72291,High School,US,F
19585,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_US_M,25412.634,0.8374585635359116,4,57.98,39,73757,Doctorate,US,M
19610,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_High School_US_F,52397.09946,0.8241988950276242,6,119.5462,55,118537,High School,US,F
19617,At-risk,Budget_Conscious_Families,At-risk_Budget_Conscious_Families_Some College_US_M,429.6035714285715,0.3832044198895028,13,123.5,31,107166,Some College,US,M
19686,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_M,30676.617,0.8341436464088398,5,69.99,45,93864,High School,US,M
19720,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_CA_F,38254.12272,0.8540331491712707,4,87.27839999999999,44,64003,Some College,CA,F
19740,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_M,264555.33786,0.8507182320441988,5,603.5942,39,60439,Bachelor,US,M
19749,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_M,311561.172,0.8208839779005526,6,710.84,51,73649,Bachelor,US,M
19756,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_AU_F,38254.12272,0.830828729281768,5,87.27839999999999,29,57198,Bachelor,AU,F
19807,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Bachelor_US_F,285.2568990825688,0.4793370165745856,11,70.94,31,50047,Bachelor,US,F
19808,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_AU_M,269541.351,0.8142541436464088,6,614.97,38,72478,High School,AU,M
19811,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_M,30676.617,0.8142541436464088,5,69.99,30,43836,Master,US,M
19818,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Master_CA_M,38557.251,0.8208839779005526,5,87.97,47,43892,Master,CA,M
19828,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,19267.668,0.8142541436464088,4,43.96,29,108000,High School,US,F
19906,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_F,10067.751,0.8474033149171271,3,22.97,41,26291,Master,US,F
19935,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Doctorate_US_F,49067.685000000005,0.8208839779005526,5,111.95,37,38187,Doctorate,US,F
19988,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_CA_F,453827.87325,0.8275138121546961,7,1035.4275,43,106598,Bachelor,CA,F
20016,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_M,61917.93972,0.8407734806629834,5,141.2684,32,60855,Some College,US,M
20060,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,956178.84375,0.8540331491712707,7,2181.5625,34,122740,Bachelor,US,M
20085,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_US_M,26762.598,0.810939226519337,5,61.06,40,33722,Some College,US,M
20094,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_M,11951.73972,0.8540331491712707,3,27.2684,41,77162,Bachelor,US,M
20105,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_M,33866.739720000005,0.810939226519337,5,77.2684,38,101593,Some College,US,M
20229,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Master_US_M,45409.72086,0.8142541436464088,5,103.6042,61,42870,Master,US,M
20267,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_CA_M,42978.03246000001,0.8606629834254143,4,98.0562,28,118629,Bachelor,CA,M
20283,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_F,760290.16986,0.8142541436464088,7,1734.6342,38,60917,High School,US,F
20328,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_Other,51744.514590000006,0.8175690607734807,6,118.0573,18,92398,Bachelor,US,Other
20379,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_F,54340.434,0.8606629834254143,5,123.98,43,50848,Some College,US,F
20407,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_US_F,4374.234,0.830828729281768,4,9.98,23,126786,High School,US,F
20409,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_F,15318.585,0.8275138121546961,4,34.95,35,85197,Some College,US,F
20415,Lost,Budget_Conscious_Families,Lost_Budget_Conscious_Families_High School_US_F,11951.73972,0.8341436464088398,4,27.2684,33,147984,High School,US,F
20427,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Doctorate_US_M,760290.16986,0.8142541436464088,7,1734.6342,42,115847,Doctorate,US,M
20518,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Some College_US_F,28467.585,0.830828729281768,5,64.95,31,103876,Some College,US,F
20522,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_M,28471.968000000008,0.8241988950276242,5,64.96000000000001,30,41150,Bachelor,US,M
20533,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_High School_CA_F,28572.07572,0.8639779005524861,4,65.1884,59,70915,High School,CA,F
20542,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_AU_F,57437.54946,0.8275138121546961,6,131.0462,42,64866,Bachelor,AU,F
20545,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,1004837.72634,0.830828729281768,8,2292.5798,31,75497,Some College,US,F
20572,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Some College_AU_M,42029.72658,0.8142541436464088,5,95.8926,35,79727,Some College,AU,M
20599,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_US_M,28287.882,0.8341436464088398,5,64.53999999999999,61,43055,Doctorate,US,M
20617,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,973965.0577500002,0.8175690607734807,8,2222.1425,35,69100,Some College,US,F
20621,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,1009353.57507,0.8540331491712707,7,2302.8829,29,71206,Bachelor,US,F
20622,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,1011522.28347,0.8407734806629834,7,2307.8309,29,39222,High School,US,M
20625,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_CA_F,963147.81375,0.8507182320441988,7,2197.4625,34,92412,Some College,CA,F
20626,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,967088.13075,0.8275138121546961,8,2206.4525,30,82366,Master,US,F
20628,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,971514.96075,0.8606629834254143,7,2216.5525,21,103043,Bachelor,US,F
20638,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,972474.83775,0.8374585635359116,7,2218.7425,23,91632,Some College,US,F
20639,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,973824.10047,0.8142541436464088,8,2221.8209,27,15000,Master,US,F
20640,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_F,980280.96075,0.8208839779005526,8,2236.5525,46,45414,Some College,US,F
20645,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Some College_US_M,452196.69597,0.8474033149171271,6,1031.7059,33,132442,Some College,US,M
20647,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Some College_US_M,453827.87325,0.8341436464088398,7,1035.4275,36,102058,Some College,US,M
20650,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_CA_M,462155.57325,0.8606629834254143,6,1054.4275,57,19750,Bachelor,CA,M
20652,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Some College_AU_M,462155.57325,0.8175690607734807,7,1054.4275,55,90040,Some College,AU,M
20654,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_Some College_US_M,459559.65384,0.8241988950276242,7,1048.5048,35,45462,Some College,US,M
20657,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Doctorate_AU_M,479392.0275600001,0.8142541436464088,7,1093.7532,30,15000,Doctorate,AU,M
20661,Potential,Budget_Conscious_Families,Potential_Budget_Conscious_Families_High School_US_M,462155.57325,0.830828729281768,7,1054.4275,27,132582,High School,US,M
20677,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_US_F,491933.67525,0.8573480662983425,6,1122.3675,48,77216,High School,US,F
20678,Potential,Senior_Traditionalists,Potential_Senior_Traditionalists_High School_US_F,453827.87325,0.8341436464088398,7,1035.4275,36,82174,High School,US,F
20686,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Some College_US_M,454949.9212500001,0.8639779005524861,6,1037.9875,33,30593,Some College,US,M
20700,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Some College_AU_M,511076.03328,0.8639779005524861,6,1166.0416,28,38099,Some College,AU,M
20703,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_High School_US_M,760880.034,0.8507182320441988,6,1735.98,28,18872,High School,US,M
20707,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,766611.8145900001,0.8142541436464088,7,1749.0573,43,124174,Some College,US,M
20709,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,781900.902,0.8606629834254143,6,1783.94,21,17063,Bachelor,US,F
20715,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Bachelor_US_F,92406.789,0.8507182320441988,5,210.83,52,131167,Bachelor,US,F
20721,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Doctorate_AU_M,21906.234,0.8474033149171271,3,49.98,31,43423,Doctorate,AU,M
20735,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_F,438491.75625,0.8275138121546961,7,1000.4375,36,31604,Bachelor,US,F
20755,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_F,461118.64311,0.8208839779005526,7,1052.0617,20,72641,High School,US,F
20765,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_M,473880.27357,0.8374585635359116,6,1081.1779,38,50632,High School,US,M
20835,Potential,Affluent_Professionals,Potential_Affluent_Professionals_Bachelor_US_F,486560.7747,0.8175690607734807,7,1110.109,34,77985,Bachelor,US,F
20836,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_Bachelor_US_M,453827.87325,0.8142541436464088,7,1035.4275,38,43879,Bachelor,US,M
20841,Potential,Affluent_Professionals,Potential_Affluent_Professionals_High School_US_M,453827.87325,0.8507182320441988,6,1035.4275,58,63608,High School,US,M
20844,Potential,Tech_Savvy_Early_Adopters,Potential_Tech_Savvy_Early_Adopters_High School_US_F,453238.00911,0.8241988950276242,7,1034.0817,41,48036,High School,US,F
20853,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_F,461401.69725,0.8175690607734807,7,1052.7075,28,104722,Bachelor,US,F
20889,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_CA_F,45999.58500000001,0.8540331491712707,4,104.95,31,83778,Some College,CA,F
20907,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_CA_M,27292.94100000001,0.8341436464088398,5,62.27,48,75831,Bachelor,CA,M
20951,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_F,18522.558,0.8407734806629834,3,42.26,56,111454,High School,US,F
21005,Lost,Affluent_Professionals,Lost_Affluent_Professionals_Bachelor_US_F,22335.768,0.8341436464088398,4,50.96,42,83791,Bachelor,US,F
21046,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_M,30663.468,0.8241988950276242,5,69.96,48,80837,Bachelor,US,M
21055,At-risk,Social_Media_Influencers,At-risk_Social_Media_Influencers_Master_US_F,6131.363586206897,0.4296132596685083,14,1622.72,47,70381,Master,US,F
21065,At-risk,Middle_Age_Mainstream,At-risk_Middle_Age_Mainstream_Bachelor_US_F,6099.2136315789485,0.416353591160221,14,1586.38,58,49511,Bachelor,US,F
21086,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Bachelor_US_F,23499.103860000003,0.830828729281768,4,53.6142,18,49588,Bachelor,US,F
21097,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Bachelor_US_F,25016.498460000003,0.8142541436464088,5,57.0762,47,79729,Bachelor,US,F
21127,Lost,Tech_Savvy_Early_Adopters,Lost_Tech_Savvy_Early_Adopters_Some College_US_Other,37671.885,0.830828729281768,5,85.95,52,110206,Some College,US,Other
21164,Lost,Affluent_Professionals,Lost_Affluent_Professionals_High School_US_F,36795.285,0.8540331491712707,4,83.95,20,94542,High School,US,F
21165,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Master_US_F,985956.94575,0.8507182320441988,7,2249.5025,26,94341,Master,US,F
21166,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Some College_US_M,976011.21747,0.8474033149171271,7,2226.8109,27,35864,Some College,US,M
21173,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,971514.96075,0.8540331491712707,7,2216.5525,29,92879,Bachelor,US,M
21177,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Doctorate_US_F,19714.734,0.8573480662983425,3,44.98,32,60607,Doctorate,US,F
21178,Lost,Senior_Traditionalists,Lost_Senior_Traditionalists_Doctorate_US_M,17527.617,0.8374585635359116,3,39.99,42,80730,Doctorate,US,M
21179,Potential,Quality_Focused_Buyers,Potential_Quality_Focused_Buyers_Bachelor_US_M,983179.96461,0.8440883977900553,7,2243.1667,50,93900,Bachelor,US,M
